Plan ID*,Rating Area ID*,Tobacco*,Age*,Standard Rate*,Tobacco Rate*
49316MN1070001,Rating Area 8,No Preference,62,839.58,
49316MN1070001,Rating Area 8,No Preference,63,862.67,
49316MN1070001,Rating Area 8,No Preference,64 and over,876.69,
49316MN1070001,Rating Area 9,No Preference,0-14,274.73,
49316MN1070001,Rating Area 9,No Preference,15,274.73,
49316MN1070001,Rating Area 9,No Preference,16,274.73,
49316MN1070001,Rating Area 9,No Preference,17,274.73,
49316MN1070001,Rating Area 9,No Preference,18,274.73,
49316MN1070001,Rating Area 9,No Preference,19,274.73,
49316MN1070001,Rating Area 9,No Preference,20,274.73,
49316MN1070001,Rating Area 9,No Preference,21,308.69,
49316MN1070001,Rating Area 9,No Preference,22,308.69,
49316MN1070001,Rating Area 9,No Preference,23,308.69,
49316MN1070001,Rating Area 9,No Preference,24,308.69,
49316MN1070001,Rating Area 9,No Preference,25,309.92,
49316MN1070001,Rating Area 9,No Preference,26,316.1,
49316MN1070001,Rating Area 9,No Preference,27,323.5,
49316MN1070001,Rating Area 9,No Preference,28,335.54,
49316MN1070001,Rating Area 9,No Preference,29,345.42,
49316MN1070001,Rating Area 9,No Preference,30,350.36,
49316MN1070001,Rating Area 9,No Preference,31,357.77,
49316MN1070001,Rating Area 9,No Preference,32,365.18,
49316MN1070001,Rating Area 9,No Preference,33,369.81,
49316MN1070001,Rating Area 9,No Preference,34,374.75,
49316MN1070001,Rating Area 9,No Preference,35,377.22,
49316MN1070001,Rating Area 9,No Preference,36,379.69,
49316MN1070001,Rating Area 9,No Preference,37,382.16,
49316MN1070001,Rating Area 9,No Preference,38,384.62,
49316MN1070001,Rating Area 9,No Preference,39,389.56,
49316MN1070001,Rating Area 9,No Preference,40,394.5,
49316MN1070001,Rating Area 9,No Preference,41,401.91,
49316MN1070001,Rating Area 9,No Preference,42,409.01,
49316MN1070001,Rating Area 9,No Preference,43,418.89,
49316MN1070001,Rating Area 9,No Preference,44,431.24,
49316MN1070001,Rating Area 9,No Preference,45,445.74,
49316MN1070001,Rating Area 9,No Preference,46,463.03,
49316MN1070001,Rating Area 9,No Preference,47,482.48,
49316MN1070001,Rating Area 9,No Preference,48,504.7,
49316MN1070001,Rating Area 9,No Preference,49,526.62,
49316MN1070001,Rating Area 9,No Preference,50,551.32,
49316MN1070001,Rating Area 9,No Preference,51,575.7,
49316MN1070001,Rating Area 9,No Preference,52,602.56,
49316MN1070001,Rating Area 9,No Preference,53,629.72,
49316MN1070001,Rating Area 9,No Preference,54,659.05,
49316MN1070001,Rating Area 9,No Preference,55,688.37,
49316MN1070001,Rating Area 9,No Preference,56,720.17,
49316MN1070001,Rating Area 9,No Preference,57,752.27,
49316MN1070001,Rating Area 9,No Preference,58,786.54,
49316MN1070001,Rating Area 9,No Preference,59,803.51,
49316MN1070001,Rating Area 9,No Preference,60,837.78,
49316MN1070001,Rating Area 9,No Preference,61,867.41,
49316MN1070001,Rating Area 9,No Preference,62,886.86,
49316MN1070001,Rating Area 9,No Preference,63,911.25,
49316MN1070001,Rating Area 9,No Preference,64 and over,926.07,
49316MN1070003,Rating Area 1,No Preference,0-14,336.87,
49316MN1070003,Rating Area 1,No Preference,15,336.87,
49316MN1070003,Rating Area 1,No Preference,16,336.87,
49316MN1070003,Rating Area 1,No Preference,17,336.87,
49316MN1070003,Rating Area 1,No Preference,18,336.87,
49316MN1070003,Rating Area 1,No Preference,19,336.87,
49316MN1070003,Rating Area 1,No Preference,20,336.87,
49316MN1070003,Rating Area 1,No Preference,21,378.5,
49316MN1070003,Rating Area 1,No Preference,22,378.5,
49316MN1070003,Rating Area 1,No Preference,23,378.5,
49316MN1070003,Rating Area 1,No Preference,24,378.5,
49316MN1070003,Rating Area 1,No Preference,25,380.01,
49316MN1070003,Rating Area 1,No Preference,26,387.58,
49316MN1070003,Rating Area 1,No Preference,27,396.67,
49316MN1070003,Rating Area 1,No Preference,28,411.43,
49316MN1070003,Rating Area 1,No Preference,29,423.54,
49316MN1070003,Rating Area 1,No Preference,30,429.6,
49316MN1070003,Rating Area 1,No Preference,31,438.68,
49316MN1070003,Rating Area 1,No Preference,32,447.77,
49316MN1070003,Rating Area 1,No Preference,33,453.44,
49316MN1070003,Rating Area 1,No Preference,34,459.5,
49316MN1070003,Rating Area 1,No Preference,35,462.53,
49316MN1070003,Rating Area 1,No Preference,36,465.56,
49316MN1070003,Rating Area 1,No Preference,37,468.58,
49316MN1070003,Rating Area 1,No Preference,38,471.61,
49316MN1070003,Rating Area 1,No Preference,39,477.67,
49316MN1070003,Rating Area 1,No Preference,40,483.72,
49316MN1070003,Rating Area 1,No Preference,41,492.81,
49316MN1070003,Rating Area 1,No Preference,42,501.51,
49316MN1070003,Rating Area 1,No Preference,43,513.63,
49316MN1070003,Rating Area 1,No Preference,44,528.77,
